instant,dteday,season,year,month,holiday,day_of_week,workingday,weather_condition,temp,atemp,humidity,wind_speed,casual,registered,total_count,day_category,humidity_category
365,2011-12-31,Spring,2011,Dec,0,Saturday,0,Clear,0.41,0.414121,61.583299999999994,0.220154,665,1820,2485,weekend,Ideal
366,2012-01-01,Spring,2012,Jan,0,Sunday,0,Clear,0.37,0.375621,69.25,0.192167,686,1608,2294,weekend,Too Humid
367,2012-01-02,Spring,2012,Jan,1,Monday,0,Clear,0.273043,0.252304,38.130399999999995,0.329665,244,1707,1951,weekday,Too Dry
368,2012-01-03,Spring,2012,Jan,0,Tuesday,1,Clear,0.15,0.126275,44.125,0.365671,89,2147,2236,weekday,Too Dry
369,2012-01-04,Spring,2012,Jan,0,Wednesday,1,Misty,0.1075,0.119337,41.4583,0.1847,95,2273,2368,weekday,Too Dry
370,2012-01-05,Spring,2012,Jan,0,Thursday,1,Clear,0.265833,0.278412,52.416700000000006,0.129987,140,3132,3272,weekday,Ideal
371,2012-01-06,Spring,2012,Jan,0,Friday,1,Clear,0.334167,0.340267,54.2083,0.167908,307,3791,4098,weekday,Ideal
372,2012-01-07,Spring,2012,Jan,0,Saturday,0,Clear,0.393333,0.390779,53.1667,0.174758,1070,3451,4521,weekend,Ideal
373,2012-01-08,Spring,2012,Jan,0,Sunday,0,Clear,0.3375,0.340258,46.5,0.191542,599,2826,3425,weekend,Ideal
374,2012-01-09,Spring,2012,Jan,0,Monday,1,Misty,0.224167,0.247479,70.1667,0.0989,106,2270,2376,weekday,Too Humid
375,2012-01-10,Spring,2012,Jan,0,Tuesday,1,Clear,0.308696,0.318826,64.65220000000001,0.187552,173,3425,3598,weekday,Ideal
376,2012-01-11,Spring,2012,Jan,0,Wednesday,1,Misty,0.274167,0.282821,84.75,0.131221,92,2085,2177,weekday,Too Humid
377,2012-01-12,Spring,2012,Jan,0,Thursday,1,Misty,0.3825,0.381938,80.2917,0.180967,269,3828,4097,weekday,Too Humid
378,2012-01-13,Spring,2012,Jan,0,Friday,1,Clear,0.274167,0.249362,50.74999999999999,0.378108,174,3040,3214,weekday,Ideal
379,2012-01-14,Spring,2012,Jan,0,Saturday,0,Clear,0.18,0.183087,45.75,0.187183,333,2160,2493,weekend,Ideal
380,2012-01-15,Spring,2012,Jan,0,Sunday,0,Clear,0.166667,0.161625,41.9167,0.251258,284,2027,2311,weekend,Too Dry
381,2012-01-16,Spring,2012,Jan,1,Monday,0,Clear,0.19,0.190663,52.25,0.231358,217,2081,2298,weekday,Ideal
382,2012-01-17,Spring,2012,Jan,0,Tuesday,1,Misty,0.373043,0.364278,71.6087,0.34913,127,2808,2935,weekday,Too Humid
383,2012-01-18,Spring,2012,Jan,0,Wednesday,1,Clear,0.303333,0.275254,44.333299999999994,0.415429,109,3267,3376,weekday,Too Dry
384,2012-01-19,Spring,2012,Jan,0,Thursday,1,Clear,0.19,0.190038,49.75,0.220158,130,3162,3292,weekday,Ideal
385,2012-01-20,Spring,2012,Jan,0,Friday,1,Misty,0.2175,0.220958,45.0,0.20275,115,3048,3163,weekday,Ideal
386,2012-01-21,Spring,2012,Jan,0,Saturday,0,Misty,0.173333,0.174875,83.125,0.222642,67,1234,1301,weekend,Too Humid
387,2012-01-22,Spring,2012,Jan,0,Sunday,0,Misty,0.1625,0.16225,79.625,0.199638,196,1781,1977,weekend,Too Humid
388,2012-01-23,Spring,2012,Jan,0,Monday,1,Misty,0.218333,0.243058,91.125,0.110708,145,2287,2432,weekday,Too Humid
389,2012-01-24,Spring,2012,Jan,0,Tuesday,1,Clear,0.3425,0.349108,83.58330000000001,0.123767,439,3900,4339,weekday,Too Humid
390,2012-01-25,Spring,2012,Jan,0,Wednesday,1,Clear,0.294167,0.294821,64.375,0.161071,467,3803,4270,weekday,Ideal
391,2012-01-26,Spring,2012,Jan,0,Thursday,1,Misty,0.341667,0.35605,76.95830000000001,0.0733958,244,3831,4075,weekday,Too Humid
392,2012-01-27,Spring,2012,Jan,0,Friday,1,Misty,0.425,0.415383,74.125,0.342667,269,3187,3456,weekday,Too Humid
393,2012-01-28,Spring,2012,Jan,0,Saturday,0,Clear,0.315833,0.326379,54.333299999999994,0.210829,775,3248,4023,weekend,Ideal
394,2012-01-29,Spring,2012,Jan,0,Sunday,0,Clear,0.2825,0.272721,31.125000000000004,0.24005,558,2685,3243,weekend,Too Dry
395,2012-01-30,Spring,2012,Jan,0,Monday,1,Clear,0.269167,0.262625,40.0833,0.215792,126,3498,3624,weekday,Too Dry
396,2012-01-31,Spring,2012,Jan,0,Tuesday,1,Clear,0.39,0.381317,41.6667,0.261817,324,4185,4509,weekday,Too Dry
397,2012-02-01,Spring,2012,Feb,0,Wednesday,1,Clear,0.469167,0.466538,50.79169999999999,0.189067,304,4275,4579,weekday,Ideal
398,2012-02-02,Spring,2012,Feb,0,Thursday,1,Misty,0.399167,0.398971,67.29169999999999,0.187187,190,3571,3761,weekday,Too Humid
399,2012-02-03,Spring,2012,Feb,0,Friday,1,Clear,0.313333,0.309346,52.6667,0.178496,310,3841,4151,weekday,Ideal
400,2012-02-04,Spring,2012,Feb,0,Saturday,0,Misty,0.264167,0.272725,77.95830000000001,0.121896,384,2448,2832,weekend,Too Humid
401,2012-02-05,Spring,2012,Feb,0,Sunday,0,Misty,0.265833,0.264521,68.7917,0.175996,318,2629,2947,weekend,Too Humid
402,2012-02-06,Spring,2012,Feb,0,Monday,1,Clear,0.282609,0.296426,62.2174,0.1538,206,3578,3784,weekday,Ideal
403,2012-02-07,Spring,2012,Feb,0,Tuesday,1,Clear,0.354167,0.361104,49.625,0.147379,199,4176,4375,weekday,Ideal
404,2012-02-08,Spring,2012,Feb,0,Wednesday,1,Misty,0.256667,0.266421,72.2917,0.133721,109,2693,2802,weekday,Too Humid
405,2012-02-09,Spring,2012,Feb,0,Thursday,1,Clear,0.265,0.261988,56.2083,0.194037,163,3667,3830,weekday,Ideal
406,2012-02-10,Spring,2012,Feb,0,Friday,1,Misty,0.280833,0.293558,54.0,0.116929,227,3604,3831,weekday,Ideal
407,2012-02-11,Spring,2012,Feb,0,Saturday,0,Light_Rain_Snow,0.224167,0.210867,73.125,0.289796,192,1977,2169,weekend,Too Humid
408,2012-02-12,Spring,2012,Feb,0,Sunday,0,Clear,0.1275,0.101658,46.4583,0.409212,73,1456,1529,weekend,Ideal
409,2012-02-13,Spring,2012,Feb,0,Monday,1,Clear,0.2225,0.227913,41.125,0.167283,94,3328,3422,weekday,Too Dry
410,2012-02-14,Spring,2012,Feb,0,Tuesday,1,Misty,0.319167,0.333946,50.875,0.141179,135,3787,3922,weekday,Ideal
411,2012-02-15,Spring,2012,Feb,0,Wednesday,1,Clear,0.348333,0.351629,53.125,0.1816,141,4028,4169,weekday,Ideal
412,2012-02-16,Spring,2012,Feb,0,Thursday,1,Misty,0.316667,0.330162,75.29169999999999,0.091425,74,2931,3005,weekday,Too Humid
413,2012-02-17,Spring,2012,Feb,0,Friday,1,Clear,0.343333,0.351629,63.4583,0.205846,349,3805,4154,weekday,Ideal
414,2012-02-18,Spring,2012,Feb,0,Saturday,0,Clear,0.346667,0.355425,53.4583,0.190929,1435,2883,4318,weekend,Ideal
415,2012-02-19,Spring,2012,Feb,0,Sunday,0,Misty,0.28,0.265788,51.5833,0.253112,618,2071,2689,weekend,Ideal
416,2012-02-20,Spring,2012,Feb,1,Monday,0,Clear,0.28,0.273391,50.7826,0.229083,502,2627,3129,weekday,Ideal
417,2012-02-21,Spring,2012,Feb,0,Tuesday,1,Clear,0.287826,0.295113,59.434799999999996,0.205717,163,3614,3777,weekday,Ideal
418,2012-02-22,Spring,2012,Feb,0,Wednesday,1,Clear,0.395833,0.392667,56.7917,0.234471,394,4379,4773,weekday,Ideal
419,2012-02-23,Spring,2012,Feb,0,Thursday,1,Clear,0.454167,0.444446,55.45830000000001,0.190913,516,4546,5062,weekday,Ideal
420,2012-02-24,Spring,2012,Feb,0,Friday,1,Misty,0.4075,0.410971,73.75,0.237567,246,3241,3487,weekday,Too Humid
421,2012-02-25,Spring,2012,Feb,0,Saturday,0,Clear,0.290833,0.255675,39.5833,0.421642,317,2415,2732,weekend,Too Dry
422,2012-02-26,Spring,2012,Feb,0,Sunday,0,Clear,0.279167,0.268308,41.0,0.205229,515,2874,3389,weekend,Too Dry
423,2012-02-27,Spring,2012,Feb,0,Monday,1,Clear,0.366667,0.357954,49.0833,0.268033,253,4069,4322,weekday,Ideal
424,2012-02-28,Spring,2012,Feb,0,Tuesday,1,Clear,0.359167,0.353525,39.5833,0.193417,229,4134,4363,weekday,Too Dry
425,2012-02-29,Spring,2012,Feb,0,Wednesday,1,Misty,0.344348,0.34847,80.4783,0.179117,65,1769,1834,weekday,Too Humid
426,2012-03-01,Spring,2012,Mar,0,Thursday,1,Clear,0.485833,0.475371,61.5417,0.226987,325,4665,4990,weekday,Ideal
427,2012-03-02,Spring,2012,Mar,0,Friday,1,Misty,0.353333,0.359842,65.7083,0.144904,246,2948,3194,weekday,Too Humid
428,2012-03-03,Spring,2012,Mar,0,Saturday,0,Misty,0.414167,0.413492,62.125,0.161079,956,3110,4066,weekend,Ideal
429,2012-03-04,Spring,2012,Mar,0,Sunday,0,Clear,0.325833,0.303021,40.3333,0.334571,710,2713,3423,weekend,Too Dry
430,2012-03-05,Spring,2012,Mar,0,Monday,1,Clear,0.243333,0.241171,50.625,0.228858,203,3130,3333,weekday,Ideal
431,2012-03-06,Spring,2012,Mar,0,Tuesday,1,Clear,0.258333,0.255042,45.6667,0.200875,221,3735,3956,weekday,Ideal
432,2012-03-07,Spring,2012,Mar,0,Wednesday,1,Clear,0.404167,0.3851,51.3333,0.345779,432,4484,4916,weekday,Ideal
433,2012-03-08,Spring,2012,Mar,0,Thursday,1,Clear,0.5275,0.524604,56.75,0.441563,486,4896,5382,weekday,Ideal
434,2012-03-09,Spring,2012,Mar,0,Friday,1,Misty,0.410833,0.397083,40.708299999999994,0.4148,447,4122,4569,weekday,Too Dry
435,2012-03-10,Spring,2012,Mar,0,Saturday,0,Clear,0.2875,0.277767,35.0417,0.22575,968,3150,4118,weekend,Too Dry
436,2012-03-11,Spring,2012,Mar,0,Sunday,0,Clear,0.361739,0.35967,47.6957,0.222587,1658,3253,4911,weekend,Ideal
437,2012-03-12,Spring,2012,Mar,0,Monday,1,Clear,0.466667,0.459592,48.9167,0.207713,838,4460,5298,weekday,Ideal
438,2012-03-13,Spring,2012,Mar,0,Tuesday,1,Clear,0.565,0.542929,61.75000000000001,0.23695,762,5085,5847,weekday,Ideal
439,2012-03-14,Spring,2012,Mar,0,Wednesday,1,Clear,0.5725,0.548617,50.708299999999994,0.115062,997,5315,6312,weekday,Ideal
440,2012-03-15,Spring,2012,Mar,0,Thursday,1,Clear,0.5575,0.532825,57.958299999999994,0.149883,1005,5187,6192,weekday,Ideal
441,2012-03-16,Spring,2012,Mar,0,Friday,1,Misty,0.435833,0.436229,84.20830000000001,0.113192,548,3830,4378,weekday,Too Humid
442,2012-03-17,Spring,2012,Mar,0,Saturday,0,Misty,0.514167,0.505046,75.5833,0.110704,3155,4681,7836,weekend,Too Humid
443,2012-03-18,Spring,2012,Mar,0,Sunday,0,Misty,0.4725,0.464,81.0,0.126883,2207,3685,5892,weekend,Too Humid
444,2012-03-19,Spring,2012,Mar,0,Monday,1,Clear,0.545,0.532821,72.875,0.162317,982,5171,6153,weekday,Too Humid
445,2012-03-20,Spring,2012,Mar,0,Tuesday,1,Clear,0.560833,0.538533,80.7917,0.121271,1051,5042,6093,weekday,Too Humid
446,2012-03-21,Summer,2012,Mar,0,Wednesday,1,Misty,0.531667,0.513258,82.125,0.0895583,1122,5108,6230,weekday,Too Humid
447,2012-03-22,Summer,2012,Mar,0,Thursday,1,Clear,0.554167,0.531567,83.125,0.117562,1334,5537,6871,weekday,Too Humid
448,2012-03-23,Summer,2012,Mar,0,Friday,1,Misty,0.601667,0.570067,69.41669999999999,0.1163,2469,5893,8362,weekday,Too Humid
449,2012-03-24,Summer,2012,Mar,0,Saturday,0,Misty,0.5025,0.486733,88.5417,0.192783,1033,2339,3372,weekend,Too Humid
450,2012-03-25,Summer,2012,Mar,0,Sunday,0,Misty,0.4375,0.437488,88.0833,0.220775,1532,3464,4996,weekend,Too Humid
451,2012-03-26,Summer,2012,Mar,0,Monday,1,Clear,0.445833,0.43875,47.7917,0.386821,795,4763,5558,weekday,Ideal
452,2012-03-27,Summer,2012,Mar,0,Tuesday,1,Clear,0.323333,0.315654,28.999999999999996,0.187192,531,4571,5102,weekday,Too Dry
453,2012-03-28,Summer,2012,Mar,0,Wednesday,1,Clear,0.484167,0.47095,48.125,0.291671,674,5024,5698,weekday,Ideal
454,2012-03-29,Summer,2012,Mar,0,Thursday,1,Clear,0.494167,0.482304,43.9167,0.31965,834,5299,6133,weekday,Too Dry
455,2012-03-30,Summer,2012,Mar,0,Friday,1,Misty,0.37,0.375621,58.0833,0.138067,796,4663,5459,weekday,Ideal
456,2012-03-31,Summer,2012,Mar,0,Saturday,0,Misty,0.424167,0.421708,73.83330000000001,0.250617,2301,3934,6235,weekend,Too Humid
457,2012-04-01,Summer,2012,Apr,0,Sunday,0,Misty,0.425833,0.417287,67.625,0.172267,2347,3694,6041,weekend,Too Humid
458,2012-04-02,Summer,2012,Apr,0,Monday,1,Clear,0.433913,0.427513,50.4348,0.312139,1208,4728,5936,weekday,Ideal
459,2012-04-03,Summer,2012,Apr,0,Tuesday,1,Clear,0.466667,0.461483,39.6667,0.100133,1348,5424,6772,weekday,Too Dry
460,2012-04-04,Summer,2012,Apr,0,Wednesday,1,Clear,0.541667,0.53345,46.958299999999994,0.180975,1058,5378,6436,weekday,Ideal
461,2012-04-05,Summer,2012,Apr,0,Thursday,1,Clear,0.435,0.431163,37.416700000000006,0.219529,1192,5265,6457,weekday,Too Dry
462,2012-04-06,Summer,2012,Apr,0,Friday,1,Clear,0.403333,0.390767,37.7083,0.300388,1807,4653,6460,weekday,Too Dry
463,2012-04-07,Summer,2012,Apr,0,Saturday,0,Clear,0.4375,0.426129,25.4167,0.274871,3252,3605,6857,weekend,Too Dry
464,2012-04-08,Summer,2012,Apr,0,Sunday,0,Clear,0.5,0.492425,27.5833,0.232596,2230,2939,5169,weekend,Too Dry
465,2012-04-09,Summer,2012,Apr,0,Monday,1,Clear,0.489167,0.476638,31.75,0.358196,905,4680,5585,weekday,Too Dry
466,2012-04-10,Summer,2012,Apr,0,Tuesday,1,Clear,0.446667,0.436233,43.5,0.249375,819,5099,5918,weekday,Too Dry
467,2012-04-11,Summer,2012,Apr,0,Wednesday,1,Clear,0.348696,0.337274,46.9565,0.295274,482,4380,4862,weekday,Ideal
468,2012-04-12,Summer,2012,Apr,0,Thursday,1,Clear,0.3975,0.387604,46.625,0.290429,663,4746,5409,weekday,Ideal
469,2012-04-13,Summer,2012,Apr,0,Friday,1,Clear,0.4425,0.431808,40.8333,0.155471,1252,5146,6398,weekday,Too Dry
470,2012-04-14,Summer,2012,Apr,0,Saturday,0,Clear,0.495,0.487996,50.29169999999999,0.190917,2795,4665,7460,weekend,Ideal
471,2012-04-15,Summer,2012,Apr,0,Sunday,0,Clear,0.606667,0.573875,50.79169999999999,0.225129,2846,4286,7132,weekend,Ideal
472,2012-04-16,Summer,2012,Apr,1,Monday,0,Clear,0.664167,0.614925,56.166700000000006,0.284829,1198,5172,6370,weekday,Ideal
473,2012-04-17,Summer,2012,Apr,0,Tuesday,1,Clear,0.608333,0.598487,39.0417,0.273629,989,5702,6691,weekday,Too Dry
474,2012-04-18,Summer,2012,Apr,0,Wednesday,1,Misty,0.463333,0.457038,56.9167,0.167912,347,4020,4367,weekday,Ideal
475,2012-04-19,Summer,2012,Apr,0,Thursday,1,Clear,0.498333,0.493046,61.25000000000001,0.0659292,846,5719,6565,weekday,Ideal
476,2012-04-20,Summer,2012,Apr,0,Friday,1,Clear,0.526667,0.515775,69.4583,0.149871,1340,5950,7290,weekday,Too Humid
477,2012-04-21,Summer,2012,Apr,0,Saturday,0,Clear,0.57,0.542921,68.2917,0.283587,2541,4083,6624,weekend,Too Humid
478,2012-04-22,Summer,2012,Apr,0,Sunday,0,Light_Rain_Snow,0.396667,0.389504,83.54169999999999,0.344546,120,907,1027,weekend,Too Humid
479,2012-04-23,Summer,2012,Apr,0,Monday,1,Misty,0.321667,0.301125,76.66669999999999,0.303496,195,3019,3214,weekday,Too Humid
480,2012-04-24,Summer,2012,Apr,0,Tuesday,1,Clear,0.413333,0.405283,45.4167,0.249383,518,5115,5633,weekday,Ideal
481,2012-04-25,Summer,2012,Apr,0,Wednesday,1,Clear,0.476667,0.470317,42.7917,0.118792,655,5541,6196,weekday,Too Dry
482,2012-04-26,Summer,2012,Apr,0,Thursday,1,Misty,0.498333,0.483583,75.66669999999999,0.176625,475,4551,5026,weekday,Too Humid
483,2012-04-27,Summer,2012,Apr,0,Friday,1,Clear,0.4575,0.452637,40.0833,0.347633,1014,5219,6233,weekday,Too Dry
484,2012-04-28,Summer,2012,Apr,0,Saturday,0,Misty,0.376667,0.377504,48.9583,0.129975,1120,3100,4220,weekend,Ideal
485,2012-04-29,Summer,2012,Apr,0,Sunday,0,Clear,0.458333,0.450121,58.7083,0.116908,2229,4075,6304,weekend,Ideal
486,2012-04-30,Summer,2012,Apr,0,Monday,1,Misty,0.464167,0.457696,56.99999999999999,0.171638,665,4907,5572,weekday,Ideal
487,2012-05-01,Summer,2012,May,0,Tuesday,1,Misty,0.613333,0.577021,65.95830000000001,0.156096,653,5087,5740,weekday,Too Humid
488,2012-05-02,Summer,2012,May,0,Wednesday,1,Clear,0.564167,0.537896,79.7083,0.138058,667,5502,6169,weekday,Too Humid
489,2012-05-03,Summer,2012,May,0,Thursday,1,Misty,0.56,0.537242,76.83330000000001,0.133696,764,5657,6421,weekday,Too Humid
490,2012-05-04,Summer,2012,May,0,Friday,1,Clear,0.6275,0.590917,73.54169999999999,0.162938,1069,5227,6296,weekday,Too Humid
491,2012-05-05,Summer,2012,May,0,Saturday,0,Misty,0.621667,0.584608,75.66669999999999,0.152992,2496,4387,6883,weekend,Too Humid
492,2012-05-06,Summer,2012,May,0,Sunday,0,Misty,0.5625,0.546737,74.0,0.149879,2135,4224,6359,weekend,Too Humid
493,2012-05-07,Summer,2012,May,0,Monday,1,Misty,0.5375,0.527142,66.41669999999999,0.230721,1008,5265,6273,weekday,Too Humid
494,2012-05-08,Summer,2012,May,0,Tuesday,1,Misty,0.581667,0.557471,68.58330000000001,0.296029,738,4990,5728,weekday,Too Humid
495,2012-05-09,Summer,2012,May,0,Wednesday,1,Misty,0.575,0.553025,74.4167,0.216412,620,4097,4717,weekday,Too Humid
496,2012-05-10,Summer,2012,May,0,Thursday,1,Clear,0.505833,0.491783,55.2083,0.314063,1026,5546,6572,weekday,Ideal
497,2012-05-11,Summer,2012,May,0,Friday,1,Clear,0.533333,0.520833,36.0417,0.236937,1319,5711,7030,weekday,Too Dry
498,2012-05-12,Summer,2012,May,0,Saturday,0,Clear,0.564167,0.544817,48.0417,0.123133,2622,4807,7429,weekend,Ideal
499,2012-05-13,Summer,2012,May,0,Sunday,0,Clear,0.6125,0.585238,57.62500000000001,0.225117,2172,3946,6118,weekend,Ideal
500,2012-05-14,Summer,2012,May,0,Monday,1,Misty,0.573333,0.5499,78.95830000000001,0.212692,342,2501,2843,weekday,Too Humid
501,2012-05-15,Summer,2012,May,0,Tuesday,1,Misty,0.611667,0.576404,79.45830000000001,0.147392,625,4490,5115,weekday,Too Humid
502,2012-05-16,Summer,2012,May,0,Wednesday,1,Clear,0.636667,0.595975,69.7917,0.122512,991,6433,7424,weekday,Too Humid
503,2012-05-17,Summer,2012,May,0,Thursday,1,Clear,0.593333,0.572613,52.0,0.229475,1242,6142,7384,weekday,Ideal
504,2012-05-18,Summer,2012,May,0,Friday,1,Clear,0.564167,0.551121,52.33330000000001,0.136817,1521,6118,7639,weekday,Ideal
505,2012-05-19,Summer,2012,May,0,Saturday,0,Clear,0.6,0.566908,45.625,0.083975,3410,4884,8294,weekend,Ideal
506,2012-05-20,Summer,2012,May,0,Sunday,0,Clear,0.620833,0.583967,53.041700000000006,0.254367,2704,4425,7129,weekend,Ideal
507,2012-05-21,Summer,2012,May,0,Monday,1,Misty,0.598333,0.565667,81.125,0.233204,630,3729,4359,weekday,Too Humid
508,2012-05-22,Summer,2012,May,0,Tuesday,1,Misty,0.615,0.580825,76.5833,0.118167,819,5254,6073,weekday,Too Humid
509,2012-05-23,Summer,2012,May,0,Wednesday,1,Misty,0.621667,0.584612,77.45830000000001,0.102,766,4494,5260,weekday,Too Humid
510,2012-05-24,Summer,2012,May,0,Thursday,1,Clear,0.655,0.6067,71.6667,0.172896,1059,5711,6770,weekday,Too Humid
511,2012-05-25,Summer,2012,May,0,Friday,1,Clear,0.68,0.627529,74.70830000000001,0.14055,1417,5317,6734,weekday,Too Humid
512,2012-05-26,Summer,2012,May,0,Saturday,0,Clear,0.6925,0.642696,73.25,0.198992,2855,3681,6536,weekend,Too Humid
513,2012-05-27,Summer,2012,May,0,Sunday,0,Clear,0.69,0.641425,69.7083,0.215171,3283,3308,6591,weekend,Too Humid
514,2012-05-28,Summer,2012,May,1,Monday,0,Clear,0.7125,0.6793,67.625,0.196521,2557,3486,6043,weekday,Too Humid
515,2012-05-29,Summer,2012,May,0,Tuesday,1,Clear,0.7225,0.672992,68.45830000000001,0.2954,880,4863,5743,weekday,Too Humid
516,2012-05-30,Summer,2012,May,0,Wednesday,1,Misty,0.656667,0.611129,67.0,0.134329,745,6110,6855,weekday,Too Humid
517,2012-05-31,Summer,2012,May,0,Thursday,1,Clear,0.68,0.631329,49.2917,0.195279,1100,6238,7338,weekday,Ideal
518,2012-06-01,Summer,2012,Jun,0,Friday,1,Misty,0.654167,0.607962,75.5417,0.237563,533,3594,4127,weekday,Too Humid
519,2012-06-02,Summer,2012,Jun,0,Saturday,0,Clear,0.583333,0.566288,54.9167,0.186562,2795,5325,8120,weekend,Ideal
520,2012-06-03,Summer,2012,Jun,0,Sunday,0,Clear,0.6025,0.575133,49.3333,0.184087,2494,5147,7641,weekend,Ideal
521,2012-06-04,Summer,2012,Jun,0,Monday,1,Clear,0.5975,0.578283,48.7083,0.284833,1071,5927,6998,weekday,Ideal
522,2012-06-05,Summer,2012,Jun,0,Tuesday,1,Misty,0.540833,0.525892,61.3333,0.209575,968,6033,7001,weekday,Ideal
523,2012-06-06,Summer,2012,Jun,0,Wednesday,1,Clear,0.554167,0.542292,61.12499999999999,0.077125,1027,6028,7055,weekday,Ideal
524,2012-06-07,Summer,2012,Jun,0,Thursday,1,Clear,0.6025,0.569442,56.7083,0.15735,1038,6456,7494,weekday,Ideal
525,2012-06-08,Summer,2012,Jun,0,Friday,1,Clear,0.649167,0.597862,46.791700000000006,0.175383,1488,6248,7736,weekday,Ideal
526,2012-06-09,Summer,2012,Jun,0,Saturday,0,Clear,0.710833,0.648367,43.7083,0.144287,2708,4790,7498,weekend,Too Dry
527,2012-06-10,Summer,2012,Jun,0,Sunday,0,Clear,0.726667,0.663517,53.833299999999994,0.133721,2224,4374,6598,weekend,Ideal
528,2012-06-11,Summer,2012,Jun,0,Monday,1,Misty,0.720833,0.659721,58.791700000000006,0.207713,1017,5647,6664,weekday,Ideal
529,2012-06-12,Summer,2012,Jun,0,Tuesday,1,Misty,0.653333,0.597875,83.3333,0.214546,477,4495,4972,weekday,Too Humid
530,2012-06-13,Summer,2012,Jun,0,Wednesday,1,Clear,0.655833,0.611117,58.2083,0.343279,1173,6248,7421,weekday,Ideal
531,2012-06-14,Summer,2012,Jun,0,Thursday,1,Clear,0.648333,0.624383,56.958299999999994,0.253733,1180,6183,7363,weekday,Ideal
532,2012-06-15,Summer,2012,Jun,0,Friday,1,Clear,0.639167,0.599754,58.958299999999994,0.176617,1563,6102,7665,weekday,Ideal
533,2012-06-16,Summer,2012,Jun,0,Saturday,0,Clear,0.631667,0.594708,50.416700000000006,0.166667,2963,4739,7702,weekend,Ideal
534,2012-06-17,Summer,2012,Jun,0,Sunday,0,Clear,0.5925,0.571975,59.875,0.144904,2634,4344,6978,weekend,Ideal
535,2012-06-18,Summer,2012,Jun,0,Monday,1,Misty,0.568333,0.544842,77.79169999999999,0.174746,653,4446,5099,weekday,Too Humid
536,2012-06-19,Summer,2012,Jun,0,Tuesday,1,Clear,0.688333,0.654692,69.0,0.148017,968,5857,6825,weekday,Too Humid
537,2012-06-20,Summer,2012,Jun,0,Wednesday,1,Clear,0.7825,0.720975,59.2083,0.113812,872,5339,6211,weekday,Ideal
538,2012-06-21,Fall,2012,Jun,0,Thursday,1,Clear,0.805833,0.752542,56.7917,0.118787,778,5127,5905,weekday,Ideal
539,2012-06-22,Fall,2012,Jun,0,Friday,1,Clear,0.7775,0.724121,57.375,0.182842,964,4859,5823,weekday,Ideal
540,2012-06-23,Fall,2012,Jun,0,Saturday,0,Clear,0.731667,0.652792,53.4583,0.179721,2657,4801,7458,weekend,Ideal
541,2012-06-24,Fall,2012,Jun,0,Sunday,0,Clear,0.743333,0.674254,47.9167,0.145525,2551,4340,6891,weekend,Ideal
542,2012-06-25,Fall,2012,Jun,0,Monday,1,Clear,0.715833,0.654042,50.416700000000006,0.300383,1139,5640,6779,weekday,Ideal
543,2012-06-26,Fall,2012,Jun,0,Tuesday,1,Clear,0.630833,0.594704,37.3333,0.347642,1077,6365,7442,weekday,Too Dry
544,2012-06-27,Fall,2012,Jun,0,Wednesday,1,Clear,0.6975,0.640792,36.0,0.271775,1077,6258,7335,weekday,Too Dry
545,2012-06-28,Fall,2012,Jun,0,Thursday,1,Clear,0.749167,0.675512,42.25,0.17165,921,5958,6879,weekday,Too Dry
546,2012-06-29,Fall,2012,Jun,0,Friday,1,Clear,0.834167,0.786613,48.875,0.165417,829,4634,5463,weekday,Ideal
